2021-09-01 13:44:05,084 - eat - INFO - 
2021-09-01 13:54:04,222 - eat - INFO - 
2021-09-01 14:02:05,757 - eat - INFO - 
2021-09-01 14:21:23,245 - eat - INFO - 
2021-09-01 14:32:27,110 - eat - INFO - 第 50 号筛选条件(类别3)耗时 0.2 秒, 条件范围(14:01:39~14:01:46), 在原表中命中的范围为(255942~256011), 筛选结果为 70 条数据
2021-09-01 14:32:27,915 - eat - INFO - 第 57 号筛选条件(类别3)耗时 0.2 秒, 条件范围(14:04:59~14:05:04), 在原表中命中的范围为(257937~257986), 筛选结果为 50 条数据
2021-09-01 14:32:28,325 - eat - INFO - 第 59 号筛选条件(类别3)耗时 0.19 秒, 条件范围(14:05:11~14:05:18), 在原表中命中的范围为(258057~258126), 筛选结果为 70 条数据
2021-09-01 14:32:28,733 - eat - INFO - 第 62 号筛选条件(类别3)耗时 0.19 秒, 条件范围(14:05:52~14:06:00), 在原表中命中的范围为(258467~258546), 筛选结果为 80 条数据
2021-09-01 14:32:29,154 - eat - INFO - 第 65 号筛选条件(类别3)耗时 0.2 秒, 条件范围(14:06:08~14:06:25), 在原表中命中的范围为(258627~258793), 筛选结果为 167 条数据
2021-09-01 14:32:41,691 - eat - INFO - 第 135 号筛选条件(类别3)耗时 0.2 秒, 条件范围(14:36:23~14:36:28), 在原表中命中的范围为(276339~276388), 筛选结果为 50 条数据
2021-09-01 14:32:42,104 - eat - INFO - 第 137 号筛选条件(类别3)耗时 0.2 秒, 条件范围(14:36:32~14:36:38), 在原表中命中的范围为(276425~276481), 筛选结果为 57 条数据
2021-09-01 14:32:57,994 - eat - INFO - 第 222 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:12:44~16:13:01), 在原表中命中的范围为(333724~333893), 筛选结果为 170 条数据
2021-09-01 14:32:58,657 - eat - INFO - 第 225 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:13:21~16:13:26), 在原表中命中的范围为(334094~334143), 筛选结果为 50 条数据
2021-09-01 14:32:59,535 - eat - INFO - 第 230 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:14:03~16:14:20), 在原表中命中的范围为(334507~334672), 筛选结果为 166 条数据
2021-09-01 14:33:15,225 - eat - INFO - 第 301 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:34:18~16:34:37), 在原表中命中的范围为(345816~346005), 筛选结果为 190 条数据
2021-09-01 14:33:17,044 - eat - INFO - 第 311 号筛选条件(类别3)耗时 0.22 秒, 条件范围(16:40:10~16:40:16), 在原表中命中的范围为(349240~349299), 筛选结果为 60 条数据
2021-09-01 14:33:26,803 - eat - INFO - 第 355 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:51:26~16:51:30), 在原表中命中的范围为(355860~355898), 筛选结果为 39 条数据
2021-09-01 14:33:28,384 - eat - INFO - 第 363 号筛选条件(类别3)耗时 0.21 秒, 条件范围(16:54:53~16:55:06), 在原表中命中的范围为(357924~358053), 筛选结果为 130 条数据
2021-09-01 14:33:45,313 - eat - INFO - 第 436 号筛选条件(类别3)耗时 0.24 秒, 条件范围(17:14:27~17:14:41), 在原表中命中的范围为(369409~369548), 筛选结果为 140 条数据
2021-09-01 14:33:46,161 - eat - INFO - 第 440 号筛选条件(类别3)耗时 0.37 秒, 条件范围(17:15:18~17:15:36), 在原表中命中的范围为(369912~370091), 筛选结果为 180 条数据
2021-09-01 14:34:10,329 - eat - INFO - 第 529 号筛选条件(类别3)耗时 0.22 秒, 条件范围(17:33:22~17:33:26), 在原表中命中的范围为(380648~380687), 筛选结果为 40 条数据
2021-09-01 14:34:10,786 - eat - INFO - 第 531 号筛选条件(类别3)耗时 0.21 秒, 条件范围(17:33:39~17:33:49), 在原表中命中的范围为(380815~380914), 筛选结果为 100 条数据
2021-09-01 14:34:11,251 - eat - INFO - 第 533 号筛选条件(类别3)耗时 0.22 秒, 条件范围(17:34:02~17:34:20), 在原表中命中的范围为(381045~381224), 筛选结果为 180 条数据
2021-09-01 14:34:13,736 - eat - INFO - 第 543 号筛选条件(类别3)耗时 0.22 秒, 条件范围(17:37:46~17:37:57), 在原表中命中的范围为(383268~383377), 筛选结果为 110 条数据
2021-09-01 15:10:21,606 - eat - INFO - 
2021-09-01 15:27:07,315 - eat - INFO - 
2021-09-01 16:07:19,152 - eat - INFO - 
2021-09-01 16:10:19,994 - eat - INFO - 第 50 号筛选条件(类别3)耗时 0.09 秒, 条件范围(14:01:39~14:01:46), 在原表中命中的范围为(255942~256011), 筛选结果为 70 条数据
2021-09-01 16:10:20,393 - eat - INFO - 第 57 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:04:59~14:05:04), 在原表中命中的范围为(257937~257986), 筛选结果为 50 条数据
2021-09-01 16:10:20,600 - eat - INFO - 第 59 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:05:11~14:05:18), 在原表中命中的范围为(258057~258126), 筛选结果为 70 条数据
2021-09-01 16:10:20,800 - eat - INFO - 第 62 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:05:52~14:06:00), 在原表中命中的范围为(258467~258546), 筛选结果为 80 条数据
2021-09-01 16:10:21,000 - eat - INFO - 第 65 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:06:08~14:06:25), 在原表中命中的范围为(258627~258793), 筛选结果为 167 条数据
2021-09-01 16:10:27,211 - eat - INFO - 第 135 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:36:23~14:36:28), 在原表中命中的范围为(276339~276388), 筛选结果为 50 条数据
2021-09-01 16:10:27,418 - eat - INFO - 第 137 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:36:32~14:36:38), 在原表中命中的范围为(276425~276481), 筛选结果为 57 条数据
2021-09-01 16:10:35,332 - eat - INFO - 第 222 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:12:44~16:13:01), 在原表中命中的范围为(333724~333893), 筛选结果为 170 条数据
2021-09-01 16:10:35,665 - eat - INFO - 第 225 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:13:21~16:13:26), 在原表中命中的范围为(334094~334143), 筛选结果为 50 条数据
2021-09-01 16:10:36,122 - eat - INFO - 第 230 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:14:03~16:14:20), 在原表中命中的范围为(334507~334672), 筛选结果为 166 条数据
2021-09-01 16:10:44,185 - eat - INFO - 第 301 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:34:18~16:34:37), 在原表中命中的范围为(345816~346005), 筛选结果为 190 条数据
2021-09-01 16:10:45,126 - eat - INFO - 第 311 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:40:10~16:40:16), 在原表中命中的范围为(349240~349299), 筛选结果为 60 条数据
2021-09-01 16:10:50,160 - eat - INFO - 第 355 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:51:26~16:51:30), 在原表中命中的范围为(355860~355898), 筛选结果为 39 条数据
2021-09-01 16:10:50,965 - eat - INFO - 第 363 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:54:53~16:55:06), 在原表中命中的范围为(357924~358053), 筛选结果为 130 条数据
2021-09-01 16:10:59,720 - eat - INFO - 第 436 号筛选条件(类别3)耗时 0.14 秒, 条件范围(17:14:27~17:14:41), 在原表中命中的范围为(369409~369548), 筛选结果为 140 条数据
2021-09-01 16:11:00,174 - eat - INFO - 第 440 号筛选条件(类别3)耗时 0.18 秒, 条件范围(17:15:18~17:15:36), 在原表中命中的范围为(369912~370091), 筛选结果为 180 条数据
2021-09-01 16:11:11,827 - eat - INFO - 第 529 号筛选条件(类别3)耗时 0.2 秒, 条件范围(17:33:22~17:33:26), 在原表中命中的范围为(380648~380687), 筛选结果为 40 条数据
2021-09-01 16:11:12,247 - eat - INFO - 第 531 号筛选条件(类别3)耗时 0.2 秒, 条件范围(17:33:39~17:33:49), 在原表中命中的范围为(380815~380914), 筛选结果为 100 条数据
2021-09-01 16:11:12,513 - eat - INFO - 第 533 号筛选条件(类别3)耗时 0.12 秒, 条件范围(17:34:02~17:34:20), 在原表中命中的范围为(381045~381224), 筛选结果为 180 条数据
2021-09-01 16:11:13,778 - eat - INFO - 第 543 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:37:46~17:37:57), 在原表中命中的范围为(383268~383377), 筛选结果为 110 条数据
2021-09-01 16:11:33,599 - eat - INFO - 第 610 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:58:29~17:58:43), 在原表中命中的范围为(395413~395552), 筛选结果为 140 条数据
2021-09-01 16:11:34,267 - eat - INFO - 第 618 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:06:12~18:06:29), 在原表中命中的范围为(400031~400198), 筛选结果为 168 条数据
2021-09-01 16:11:35,877 - eat - INFO - 第 628 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:10:42~18:11:02), 在原表中命中的范围为(402715~402913), 筛选结果为 199 条数据
2021-09-01 16:11:47,768 - eat - INFO - 第 688 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:30:45~18:31:05), 在原表中命中的范围为(414484~414683), 筛选结果为 200 条数据
2021-09-01 16:19:17,841 - eat - INFO - 
2021-09-01 16:40:09,073 - eat - INFO - 
2021-09-01 16:43:08,212 - eat - INFO - 第 50 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:01:39~14:01:46), 在原表中命中的范围为(255942~256011), 筛选结果为 70 条数据
2021-09-01 16:43:08,618 - eat - INFO - 第 57 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:04:59~14:05:04), 在原表中命中的范围为(257937~257986), 筛选结果为 50 条数据
2021-09-01 16:43:08,827 - eat - INFO - 第 59 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:05:11~14:05:18), 在原表中命中的范围为(258057~258126), 筛选结果为 70 条数据
2021-09-01 16:43:09,031 - eat - INFO - 第 62 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:05:52~14:06:00), 在原表中命中的范围为(258467~258546), 筛选结果为 80 条数据
2021-09-01 16:43:09,238 - eat - INFO - 第 65 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:06:08~14:06:25), 在原表中命中的范围为(258627~258793), 筛选结果为 167 条数据
2021-09-01 16:43:15,554 - eat - INFO - 第 135 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:36:23~14:36:28), 在原表中命中的范围为(276339~276388), 筛选结果为 50 条数据
2021-09-01 16:43:15,759 - eat - INFO - 第 137 号筛选条件(类别3)耗时 0.1 秒, 条件范围(14:36:32~14:36:38), 在原表中命中的范围为(276425~276481), 筛选结果为 57 条数据
2021-09-01 16:43:23,825 - eat - INFO - 第 222 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:12:44~16:13:01), 在原表中命中的范围为(333724~333893), 筛选结果为 170 条数据
2021-09-01 16:43:24,159 - eat - INFO - 第 225 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:13:21~16:13:26), 在原表中命中的范围为(334094~334143), 筛选结果为 50 条数据
2021-09-01 16:43:24,614 - eat - INFO - 第 230 号筛选条件(类别3)耗时 0.1 秒, 条件范围(16:14:03~16:14:20), 在原表中命中的范围为(334507~334672), 筛选结果为 166 条数据
2021-09-01 16:43:32,829 - eat - INFO - 第 301 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:34:18~16:34:37), 在原表中命中的范围为(345816~346005), 筛选结果为 190 条数据
2021-09-01 16:43:33,767 - eat - INFO - 第 311 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:40:10~16:40:16), 在原表中命中的范围为(349240~349299), 筛选结果为 60 条数据
2021-09-01 16:43:38,887 - eat - INFO - 第 355 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:51:26~16:51:30), 在原表中命中的范围为(355860~355898), 筛选结果为 39 条数据
2021-09-01 16:43:39,706 - eat - INFO - 第 363 号筛选条件(类别3)耗时 0.11 秒, 条件范围(16:54:53~16:55:06), 在原表中命中的范围为(357924~358053), 筛选结果为 130 条数据
2021-09-01 16:43:48,325 - eat - INFO - 第 436 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:14:27~17:14:41), 在原表中命中的范围为(369409~369548), 筛选结果为 140 条数据
2021-09-01 16:43:48,746 - eat - INFO - 第 440 号筛选条件(类别3)耗时 0.18 秒, 条件范围(17:15:18~17:15:36), 在原表中命中的范围为(369912~370091), 筛选结果为 180 条数据
2021-09-01 16:43:59,683 - eat - INFO - 第 529 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:33:22~17:33:26), 在原表中命中的范围为(380648~380687), 筛选结果为 40 条数据
2021-09-01 16:43:59,918 - eat - INFO - 第 531 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:33:39~17:33:49), 在原表中命中的范围为(380815~380914), 筛选结果为 100 条数据
2021-09-01 16:44:00,173 - eat - INFO - 第 533 号筛选条件(类别3)耗时 0.12 秒, 条件范围(17:34:02~17:34:20), 在原表中命中的范围为(381045~381224), 筛选结果为 180 条数据
2021-09-01 16:44:01,446 - eat - INFO - 第 543 号筛选条件(类别3)耗时 0.11 秒, 条件范围(17:37:46~17:37:57), 在原表中命中的范围为(383268~383377), 筛选结果为 110 条数据
2021-09-01 16:44:20,297 - eat - INFO - 第 610 号筛选条件(类别3)耗时 0.12 秒, 条件范围(17:58:29~17:58:43), 在原表中命中的范围为(395413~395552), 筛选结果为 140 条数据
2021-09-01 16:44:20,977 - eat - INFO - 第 618 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:06:12~18:06:29), 在原表中命中的范围为(400031~400198), 筛选结果为 168 条数据
2021-09-01 16:44:22,626 - eat - INFO - 第 628 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:10:42~18:11:02), 在原表中命中的范围为(402715~402913), 筛选结果为 199 条数据
2021-09-01 16:44:34,307 - eat - INFO - 第 688 号筛选条件(类别3)耗时 0.11 秒, 条件范围(18:30:45~18:31:05), 在原表中命中的范围为(414484~414683), 筛选结果为 200 条数据
